,text,label
1827,Hey gorgeous man My work mobile number Have good one babe Squishy ,normal
2859,I want kiss feel next ,normal
4769,CHEERS LOU YEAH WAS A SHAME U NEVA CAME C YA ,normal
4893,Convey regards ,normal
5075,Well glad find totally disagreeable ,normal
2815,Genius How brother send number ,normal
4479,Y cant u try new invention fly joking ,normal
1287,What dog Must I always wait till end day word Did run time cell already ,normal
1118,I going 4 lunch family aft dat go str 2 orchard ,normal
3641,My house e sky quite dark If raining got excuse 2 run already rite ,normal
4483,Shopping Eh ger toking ,normal
434,You available I like right around amp gt ,normal
1748,Feel Yourself That You Are Always Happy Slowly It Becomes Your Habit amp Finally It Becomes Part Of Your Life Follow It Happy Morning amp Have A Happy Day ,normal
4733,Buy Space Invaders 4 chance 2 win orig Arcade Game console Press 0 Games Arcade std charge See co games 4 Terms settings No purchase ,spam
142,A thought get tired little things 4 lovable persons Coz little things occupy biggest part Hearts ,normal
247,wont bat 2nd innings ,normal
335,Ta I home babe still ,normal
2978,Xmas Offer Latest Motorola Nokia FREE Bluetooth DVD Double 1000 Orange Call 08000839402 ,spam
4775,Quite But dun tell wait get complacent ,normal
2626,thank dear recharge ,normal
2041,dun wan watch infernal affair ,normal
886,I like talk pa able I know ,normal
1035,Hello baby get back mom Are setting computer Filling belly How goes I miss already sighs ,normal
594,I met stranger choose friend As long world stands friendship never ends Lets Friends forever ,normal
472,Nothing I meant money enters account bank remove flat rate Someone gt account gt dollars got removed So banks differ charges also differ sure trust person sending account details cos ,normal
1168,bus If come soon come otherwise tomorrow ,normal
1682,HI BABE U R MOST LIKELY TO BE IN BED BUT SO SORRY ABOUT TONIGHT I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9 LOVE ME XXX ,normal
2434,Uncle I need movies oh Guide Plus know torrents particularly legal And system slowing What Have day Plus started cos meet online How honey moon ,normal
3864,GIRL U KNOW GAIL IS NEVA WRONG TAKE CARE SWEET AND WORRY C U HUN LOVE ,normal
3792,Hey angry Reply dr ,normal
5276,Dunno cant remember So wat time r meeting ,normal
5034,How many times told stage use laugh You listen aha ,normal
3743,Nobody names penis girls name story add ,normal
5185,I cooked rather nice salmon la ,normal
4845,help tell Ashley cant find number oh ,normal
2201,A boy late 2 home His father POWER OF ,normal
2486,I wrong calling us ,normal
5442,I thought get watch cos kind thing u And loves much ,normal
1157,He adult would learn experience There real danger I like peeps using drugs need But comment ,normal
2190,Ooh gonna start belly dancing weds 6 30 u want 2 join cafe ,normal
4268,Beauty sleep help pimples ,normal
1010,I would mom would fit tell whole family crazy terrible I ,normal
459,Going thru different feeling wavering decisions coping individual time heal everything believe ,normal
5085,Sorry missed call Can please call back ,normal
1286,Night ended another day morning come special way May smile like sunny rays leaves worries blue blue bay ,normal
790,This hoping enjoyed game yesterday Sorry touch know fondly Have great week ,normal
1993,Eh den sat u book e kb huh ,normal
5498,Why I wake gt ,normal
4098,If u dun drive go 2 sch ,normal
429,I buy BMW car urgently urgent shortage gt source dis amt gt prob ,normal
3705,Reading habit Nan ,normal
2677,Where serving Are staying dad alone ,normal
3288,Camera You awarded Digital Camera call 09061221066 landline Delivery within 28 days ,spam
497,Some told confirm Is true ,normal
3945,How u baby girl hope u okay every time I call phone I miss u get touch ,normal
4596,Full heat pa oil pa ,normal
5569,Pity mood So suggestions ,normal
3883,A link picture sent You also use co wave wave asp 44345 ,spam
1823,Same u Dun wan Y u dun like already ah Wat u Still eating ,normal
2765,picking various points ,normal
3483,Tell bad character u I try change gt I add tat 2 new year resolution Waiting reply Be frank good morning ,normal
3586,Our ride equally uneventful many pesky cyclists around time night ,normal
2763,Say slowly GOD I LOVE YOU amp I NEED YOU CLEAN MY HEART WITH YOUR BLOOD Send Ten special people amp u c miracle tomorrow ,normal
3226,Wife knew time murder exactly ,normal
1967,Even cant close eyes playing D ,normal
3693,sure time finish tomorrow wanna spend evening cos would Love xxx ,normal
1273,network operator The service free For T C visit 80488 biz ,spam
557,I know friend already told ,normal
2780,Long I quit I get like 5 minutes day ,normal
1070,alright I make sure car back tonight ,normal
4642,Sorry din lock keypad ,normal
1922,I sch fr 4 6 I dun book sch It home ,normal
3400,Thanks honey Have great day ,normal
586,I dun quit yet go jazz We go meet em lessons den ,normal
4351,Hows pain dear r u smiling ,normal
3970,Free video camera phones Half Price line rental 12 500 cross 100 Call 08001950382 674 ,spam
1145,Thank winner notified Good Luck No future marketing reply STOP 84122 customer services 08450542832 ,spam
1818,Am much dirty fellow ,normal
4509,This weekend fine excuse much decorating ,normal
4489,My computer fried essential part keep spares fucking idiot roommates leaving thing running full gt 7 ,normal
2186,So anything specific I regards fuck ,normal
203,sleeping ,normal
4074,God picked flower lovingly touched u gifted THIS FRIEND IS ,normal
687,Dear Me case u r coming call u start shall also reach accordingly tell day u r coming engaged ans holiday ,normal
2843,Today Yellow rose day If u love give 1 amp send amp See many miss calls u get If u get U marry Lover ,normal
4188,Well general price gt oz let know much want ,normal
3221,Hi love How goes day Fuck morning I woke dropped cell way stairs seems alright I miss ,normal
1844,good good player unsold ,normal
862,Sorry I guess whenever I get hold connections maybe hour two I text ,normal
4254,Block Breaker comes deluxe format new features great graphics T Mobile Buy 5 replying GET take challenge ,spam
3336,I AM AT THE GAS STATION GO THERE ,normal
4829,The word Checkmate chess comes Persian phrase Shah means king dead Have good day ,normal
1548,Me know oh ,normal
2867,tomorrow around gt ,normal
3308,Okie wan meet Cos I driving today ,normal
4800,The guy car shop flirting got phone number paperwork called texted I nervous course may address Should call boss tell knowing may get fired ,normal
679,Missed call cause I yelling scrappy Miss u Can wait u come home I lonely today ,normal
1447,Don give flying monkeys wot think I certainly mind Any friend mine ,normal
2531,What happening Have gotten job begun registration permanent residency ,normal
4108,I want lick pussy ,normal
3008,Half Price Orange line rental Call 08000839402 ,spam
26,always convincing ,normal
4027,I remember til last nite ,normal
5512,Just making dinner ,normal
200,I sent gt bucks ,normal
5159,No player ,normal
370,Hello I miss already I woke I wish bed cuddling I love ,normal
1458,Fighting world easy u either win lose close u u lose u lose u win u still lose ,normal
5203,Me fine fine ,normal
3814,Not yet k wat guy stopped irritating u ,normal
776,Why go tell friend sure want live smokes much spend hours begging come smoke ,normal
3797,Feb gt I LOVE U day Send dis VALUED If 3 comes back u gt married person u If u ignore dis u lose 4 ,normal
1877,This pen thing beyond joke Wont Biro Don masters ever ,normal
1895,Uh heads THAT much left ,normal
4549,Hey u fancy 4 cha beverage ring meet quite tired got 3 v love Pete x x x ,normal
4728,I reached already ,normal
1063,We new local dates area Lots new people registered YOUR AREA Reply DATE start 18 us ,spam
4738,We pizza u want ,normal
2700,Feb gt I LOVE U day Send dis VALUED If 3 comes back u gt married person u If u ignore dis u lose 4 ,normal
3127,would u believe know booked cancelled AGAIN needs b sacked ,normal
1642,Sleeping feeling well ,normal
3863,A pure hearted person wonderful smile makes even enemies feel guilty enemy So catch world smile amp HAVE A SMILEY SUNDAY ,normal
3051,Please leave topic sorry telling ,normal
111,Going dinner ,normal
2330,Long beach Expected U dinner ,normal
3849,I looking forward sex cuddling Only two sleeps ,normal
2766,Married local women looking discreet action 5 real matches instantly phone Text MATCH 69969 cost 2 stop stop ,spam
4145,I wait Hope tonight bad well rock night Anyway going kip good night Speak soon ,normal
2789,When big God bring success ,normal
3575,The sign maturity start saying big things But actually start understanding small things HAVE A NICE EVENING ,normal
2497,Can send resume id ,normal
2426,Valentines Day Special Win 1000 quiz take partner trip lifetime Send GO 83600 08718720201 ,spam
5559,next gt hours flip shit ,normal
2403,Jesus bitch I trying give drugs answer fucking phone ,normal
588,Ya better tho ,normal
1022,We still tonight ,normal
712,08714712388 Cost ,spam
3391,What r u cooking dinner ,normal
3079,S role like standing Others hit ,normal
1612,RT Pro Video Club Need help info co call 08701237397 You must 16 Club credits redeemable co Enjoy ,spam
1372,1 Go write 2 Put Dictionary mode 3 Cover screen hand 4 Press gt 5 Gently remove Ur hand Its interesting ,normal
2441,Back Thanks putting us keeping us happy See soon ,normal
624,Nah straight bring bud drinks something actually little useful straight cash ,normal
846,My stomach thru much trauma I swear I eat I better lose weight ,normal
1542,Now press conference ,normal
3178,Does cinema plus drink appeal Is fr thriller director like mac 8 30 ,normal
3497,You said went back bed sleep anything ,normal
4594,Yo sorry shower sup ,normal
3213,Babe got enough money pick bread milk And I give back get home ,normal
3858,Win newest Potter Order Phoenix Book 5 reply HARRY answer 5 questions chance first among readers ,spam
3995,We pay like gt yrs difficult ,normal
3180,So many people seems special first sight But remain special till last sight Maintain till life ends take cr ,normal
2525,Say slowly GOD I LOVE YOU amp I NEED YOU CLEAN MY HEART WITH YOUR BLOOD Send Ten special people amp u c miracle tomorrow ,normal
5549,You know wot people wear T shirts jumpers hat belt know We r ,normal
4457,Die I accidentally deleted e suppose 2 put e sim archive I sad ,normal
4347,You give us back id proof gt rs We wont allow work We come home within days ,normal
2702,back west palm hear happened ,normal
4434,Don b floppy b snappy happy Only gay chat service photo upload call 08718730666 min 2 stop texts call 08712460324 ,spam
1507,Wen lovable angry u take seriously Coz angry childish n true way showing deep affection care n Have nice day ,normal
4154,Want new Video Phone 750 anytime network Half price line rental free text 3 months Reply call 08000930705 free delivery ,spam
4201,Are happy baby Are alright Did take job I hope fine I send kiss make smile across sea kiss kiss ,normal
3465,Actually fuck whatever find excuse point though ,normal
3981,His go Not alone mum n sis ,normal
4329,thought king hill thing ,normal
4174,How How queen Are going royal wedding ,normal
2940,My supervisor find 4 one students I ask yet Tell u aft ask ,normal
1772,Good afternoon sexy buns How goes job search I wake first thought always love I wish fine happy know I adore ,normal
